建物種別,建物名,路線情報,駅名,賃料,管理費,月額
賃貸マンション,（シニア限定）ヘーベルヴィレッジ川口,ＪＲ京浜東北線/川口駅 歩6分,川口,16.1,3.0,19.1
賃貸マンション,ＪＲ京浜東北線 蕨駅 3階建 築2年,ＪＲ京浜東北線/蕨駅 歩6分,蕨,11.9,0.8,12.700000000000001
賃貸マンション,ＪＲ京浜東北線 蕨駅 3階建 築2年,ＪＲ京浜東北線/蕨駅 歩6分,蕨,12.5,0.8,13.3
賃貸マンション,ＪＲ京浜東北線 北浦和駅 4階建 新築,ＪＲ京浜東北線/北浦和駅 歩6分,北浦和,14.2,1.0,15.2
賃貸マンション,ＪＲ京浜東北線 北浦和駅 4階建 新築,ＪＲ京浜東北線/北浦和駅 歩6分,北浦和,14.3,1.0,15.3
賃貸マンション,ＪＲ京浜東北線 西川口駅 5階建 新築,ＪＲ京浜東北線/西川口駅 歩6分,西川口,10.7,0.7,11.399999999999999
賃貸マンション,ＪＲ京浜東北線 西川口駅 5階建 新築,ＪＲ京浜東北線/西川口駅 歩6分,西川口,10.8,0.7,11.5
賃貸マンション,ＪＲ京浜東北線 西川口駅 5階建 新築,ＪＲ京浜東北線/西川口駅 歩6分,西川口,10.9,0.7,11.6
賃貸マンション,ＪＲ京浜東北線 西川口駅 5階建 新築,ＪＲ京浜東北線/西川口駅 歩6分,西川口,11.0,0.7,11.7
賃貸マンション,ＪＲ京浜東北線 西川口駅 5階建 新築,ＪＲ京浜東北線/西川口駅 歩6分,西川口,11.0,0.7,11.7
賃貸マンション,ＪＲ京浜東北線 西川口駅 5階建 新築,ＪＲ京浜東北線/西川口駅 歩6分,西川口,11.1,0.7,11.799999999999999
賃貸マンション,ＪＲ京浜東北線 西川口駅 5階建 新築,ＪＲ京浜東北線/西川口駅 歩6分,西川口,11.1,0.7,11.799999999999999
賃貸マンション,ＪＲ京浜東北線 西川口駅 5階建 新築,ＪＲ京浜東北線/西川口駅 歩6分,西川口,11.1,0.7,11.799999999999999
賃貸マンション,グランニール西川口,ＪＲ京浜東北線/西川口駅 歩6分,西川口,10.7,0.7,11.399999999999999
賃貸マンション,グランニール西川口,ＪＲ京浜東北線/西川口駅 歩6分,西川口,10.8,0.7,11.5
賃貸マンション,グランニール西川口,ＪＲ京浜東北線/西川口駅 歩6分,西川口,10.9,0.7,11.6
賃貸マンション,グランニール西川口,ＪＲ京浜東北線/西川口駅 歩6分,西川口,11.0,0.7,11.7
賃貸マンション,グランニール西川口,ＪＲ京浜東北線/西川口駅 歩6分,西川口,11.0,0.7,11.7
賃貸マンション,グランニール西川口,ＪＲ京浜東北線/西川口駅 歩6分,西川口,11.1,0.7,11.799999999999999
賃貸マンション,グランニール西川口,ＪＲ京浜東北線/西川口駅 歩6分,西川口,11.1,0.7,11.799999999999999
賃貸マンション,グランニール西川口,ＪＲ京浜東北線/西川口駅 歩6分,西川口,11.1,0.7,11.799999999999999
賃貸マンション,ＪＲ埼京線 武蔵浦和駅 19階建 築1年,ＪＲ埼京線/武蔵浦和駅 歩1分,武蔵浦和,18.0,0.0,18.0
賃貸マンション,ＪＲ埼京線 武蔵浦和駅 19階建 築1年,ＪＲ埼京線/武蔵浦和駅 歩1分,武蔵浦和,18.0,1.5,19.5
賃貸マンション,プランドール,ＪＲ京浜東北線/蕨駅 歩4分,蕨,11.9,0.7,12.6
賃貸マンション,ＪＲ京浜東北線 西川口駅 4階建 築4年,ＪＲ京浜東北線/西川口駅 歩3分,西川口,11.3,0.86,12.16
賃貸マンション,リヴシティ西川口五番館,ＪＲ京浜東北線/西川口駅 歩4分,西川口,11.0,1.0,12.0
賃貸マンション,ＪＲ京浜東北線 西川口駅 3階建 築1年,ＪＲ京浜東北線/西川口駅 歩6分,西川口,14.1,0.9,15.0
賃貸マンション,Grandio　Sakuragicho,ＪＲ京浜東北線/大宮駅 歩3分,大宮,14.3,0.7,15.0
賃貸マンション,グラン　ミルハ,ＪＲ京浜東北線/大宮駅 歩5分,大宮,13.1,0.9,14.0
賃貸マンション,グラン　ミルハ,ＪＲ京浜東北線/大宮駅 歩5分,大宮,13.3,0.9,14.200000000000001
賃貸マンション,グラン　ミルハ,ＪＲ京浜東北線/大宮駅 歩5分,大宮,13.5,0.9,14.4
