都道府県,路線名,物件タイプ,部屋種別,駅,家賃
kanagawa,ＪＲ鶴見線,一戸建て・その他,2LDK/3K/3DK,新芝浦,5.6万円
kanagawa,ＪＲ鶴見線,一戸建て・その他,2LDK/3K/3DK,海芝浦,-
kanagawa,ＪＲ鶴見線,一戸建て・その他,2LDK/3K/3DK,安善,10.3万円
kanagawa,ＪＲ鶴見線,一戸建て・その他,2LDK/3K/3DK,大川,5.6万円
kanagawa,ＪＲ鶴見線,一戸建て・その他,2LDK/3K/3DK,武蔵白石,19.2万円
kanagawa,ＪＲ鶴見線,一戸建て・その他,2LDK/3K/3DK,浜川崎,19.2万円
kanagawa,ＪＲ鶴見線,一戸建て・その他,2LDK/3K/3DK,昭和,21.3万円
kanagawa,ＪＲ鶴見線,一戸建て・その他,2LDK/3K/3DK,扇町,5.6万円
kanagawa,ＪＲ鶴見線,一戸建て・その他,3LDK/4K以上,鶴見,15.4万円
kanagawa,ＪＲ鶴見線,一戸建て・その他,3LDK/4K以上,国道,16.7万円
kanagawa,ＪＲ鶴見線,一戸建て・その他,3LDK/4K以上,鶴見小野,12.0万円
kanagawa,ＪＲ鶴見線,一戸建て・その他,3LDK/4K以上,弁天橋,19.8万円
kanagawa,ＪＲ鶴見線,一戸建て・その他,3LDK/4K以上,浅野,12.0万円
kanagawa,ＪＲ鶴見線,一戸建て・その他,3LDK/4K以上,新芝浦,6.3万円
kanagawa,ＪＲ鶴見線,一戸建て・その他,3LDK/4K以上,海芝浦,-
kanagawa,ＪＲ鶴見線,一戸建て・その他,3LDK/4K以上,安善,15.8万円
kanagawa,ＪＲ鶴見線,一戸建て・その他,3LDK/4K以上,大川,6.3万円
kanagawa,ＪＲ鶴見線,一戸建て・その他,3LDK/4K以上,武蔵白石,19.3万円
kanagawa,ＪＲ鶴見線,一戸建て・その他,3LDK/4K以上,浜川崎,19.3万円
kanagawa,ＪＲ鶴見線,一戸建て・その他,3LDK/4K以上,昭和,19.5万円
kanagawa,ＪＲ鶴見線,一戸建て・その他,3LDK/4K以上,扇町,6.3万円
kanagawa,ＪＲ東海道本線,マンション,ワンルーム,東京,9.2万円
kanagawa,ＪＲ東海道本線,マンション,ワンルーム,新橋,11.3万円
kanagawa,ＪＲ東海道本線,マンション,ワンルーム,品川,9.1万円
kanagawa,ＪＲ東海道本線,マンション,ワンルーム,川崎,6.5万円
kanagawa,ＪＲ東海道本線,マンション,ワンルーム,横浜,6.8万円
kanagawa,ＪＲ東海道本線,マンション,ワンルーム,戸塚,5.1万円
kanagawa,ＪＲ東海道本線,マンション,ワンルーム,大船,5.5万円
kanagawa,ＪＲ東海道本線,マンション,ワンルーム,藤沢,5.8万円
kanagawa,ＪＲ東海道本線,マンション,ワンルーム,辻堂,6.1万円
kanagawa,ＪＲ東海道本線,マンション,ワンルーム,茅ケ崎,5.2万円
kanagawa,ＪＲ東海道本線,マンション,ワンルーム,平塚,4.0万円
kanagawa,ＪＲ東海道本線,マンション,ワンルーム,大磯,3.6万円
kanagawa,ＪＲ東海道本線,マンション,ワンルーム,二宮,3.0万円
kanagawa,ＪＲ東海道本線,マンション,ワンルーム,国府津,4.5万円
kanagawa,ＪＲ東海道本線,マンション,ワンルーム,鴨宮,4.4万円
kanagawa,ＪＲ東海道本線,マンション,ワンルーム,小田原,5.3万円
kanagawa,ＪＲ東海道本線,マンション,ワンルーム,早川,4.3万円
kanagawa,ＪＲ東海道本線,マンション,ワンルーム,根府川,3.7万円
kanagawa,ＪＲ東海道本線,マンション,ワンルーム,真鶴,4.3万円
kanagawa,ＪＲ東海道本線,マンション,ワンルーム,湯河原,5.5万円
kanagawa,ＪＲ東海道本線,マンション,1K/1DK,東京,10.5万円
kanagawa,ＪＲ東海道本線,マンション,1K/1DK,新橋,11.4万円
kanagawa,ＪＲ東海道本線,マンション,1K/1DK,品川,9.2万円
kanagawa,ＪＲ東海道本線,マンション,1K/1DK,川崎,7.6万円
kanagawa,ＪＲ東海道本線,マンション,1K/1DK,横浜,7.7万円
kanagawa,ＪＲ東海道本線,マンション,1K/1DK,戸塚,6.5万円
kanagawa,ＪＲ東海道本線,マンション,1K/1DK,大船,7.0万円
kanagawa,ＪＲ東海道本線,マンション,1K/1DK,藤沢,6.8万円
kanagawa,ＪＲ東海道本線,マンション,1K/1DK,辻堂,6.3万円
kanagawa,ＪＲ東海道本線,マンション,1K/1DK,茅ケ崎,6.3万円
kanagawa,ＪＲ東海道本線,マンション,1K/1DK,平塚,5.8万円
kanagawa,ＪＲ東海道本線,マンション,1K/1DK,大磯,6.0万円
kanagawa,ＪＲ東海道本線,マンション,1K/1DK,二宮,4.7万円
kanagawa,ＪＲ東海道本線,マンション,1K/1DK,国府津,4.7万円
kanagawa,ＪＲ東海道本線,マンション,1K/1DK,鴨宮,5.3万円
kanagawa,ＪＲ東海道本線,マンション,1K/1DK,小田原,6.4万円
kanagawa,ＪＲ東海道本線,マンション,1K/1DK,早川,4.4万円
kanagawa,ＪＲ東海道本線,マンション,1K/1DK,根府川,3.8万円
kanagawa,ＪＲ東海道本線,マンション,1K/1DK,真鶴,4.4万円
kanagawa,ＪＲ東海道本線,マンション,1K/1DK,湯河原,5.6万円
kanagawa,ＪＲ東海道本線,マンション,1LDK/2K/2DK,東京,18.6万円
kanagawa,ＪＲ東海道本線,マンション,1LDK/2K/2DK,新橋,22.4万円
kanagawa,ＪＲ東海道本線,マンション,1LDK/2K/2DK,品川,18.0万円
kanagawa,ＪＲ東海道本線,マンション,1LDK/2K/2DK,川崎,9.9万円
kanagawa,ＪＲ東海道本線,マンション,1LDK/2K/2DK,横浜,12.0万円
kanagawa,ＪＲ東海道本線,マンション,1LDK/2K/2DK,戸塚,8.2万円
kanagawa,ＪＲ東海道本線,マンション,1LDK/2K/2DK,大船,8.4万円
kanagawa,ＪＲ東海道本線,マンション,1LDK/2K/2DK,藤沢,9.9万円
kanagawa,ＪＲ東海道本線,マンション,1LDK/2K/2DK,辻堂,8.7万円
kanagawa,ＪＲ東海道本線,マンション,1LDK/2K/2DK,茅ケ崎,8.8万円
kanagawa,ＪＲ東海道本線,マンション,1LDK/2K/2DK,平塚,6.8万円
kanagawa,ＪＲ東海道本線,マンション,1LDK/2K/2DK,大磯,7.2万円
kanagawa,ＪＲ東海道本線,マンション,1LDK/2K/2DK,二宮,4.8万円
kanagawa,ＪＲ東海道本線,マンション,1LDK/2K/2DK,国府津,5.5万円
kanagawa,ＪＲ東海道本線,マンション,1LDK/2K/2DK,鴨宮,6.5万円
kanagawa,ＪＲ東海道本線,マンション,1LDK/2K/2DK,小田原,6.9万円
kanagawa,ＪＲ東海道本線,マンション,1LDK/2K/2DK,早川,6.8万円
kanagawa,ＪＲ東海道本線,マンション,1LDK/2K/2DK,根府川,4.6万円
kanagawa,ＪＲ東海道本線,マンション,1LDK/2K/2DK,真鶴,4.5万円
kanagawa,ＪＲ東海道本線,マンション,1LDK/2K/2DK,湯河原,5.7万円
kanagawa,ＪＲ東海道本線,マンション,2LDK/3K/3DK,東京,27.4万円
kanagawa,ＪＲ東海道本線,マンション,2LDK/3K/3DK,新橋,32.8万円
kanagawa,ＪＲ東海道本線,マンション,2LDK/3K/3DK,品川,28.5万円
kanagawa,ＪＲ東海道本線,マンション,2LDK/3K/3DK,川崎,12.5万円
kanagawa,ＪＲ東海道本線,マンション,2LDK/3K/3DK,横浜,16.0万円
kanagawa,ＪＲ東海道本線,マンション,2LDK/3K/3DK,戸塚,9.4万円
kanagawa,ＪＲ東海道本線,マンション,2LDK/3K/3DK,大船,9.4万円
kanagawa,ＪＲ東海道本線,マンション,2LDK/3K/3DK,藤沢,10.5万円
kanagawa,ＪＲ東海道本線,マンション,2LDK/3K/3DK,辻堂,8.8万円
kanagawa,ＪＲ東海道本線,マンション,2LDK/3K/3DK,茅ケ崎,9.0万円
kanagawa,ＪＲ東海道本線,マンション,2LDK/3K/3DK,平塚,7.4万円
kanagawa,ＪＲ東海道本線,マンション,2LDK/3K/3DK,大磯,7.5万円
kanagawa,ＪＲ東海道本線,マンション,2LDK/3K/3DK,二宮,6.2万円
kanagawa,ＪＲ東海道本線,マンション,2LDK/3K/3DK,国府津,6.8万円
kanagawa,ＪＲ東海道本線,マンション,2LDK/3K/3DK,鴨宮,6.8万円
kanagawa,ＪＲ東海道本線,マンション,2LDK/3K/3DK,小田原,7.0万円
kanagawa,ＪＲ東海道本線,マンション,2LDK/3K/3DK,早川,7.0万円
kanagawa,ＪＲ東海道本線,マンション,2LDK/3K/3DK,根府川,5.4万円
kanagawa,ＪＲ東海道本線,マンション,2LDK/3K/3DK,真鶴,7.5万円
kanagawa,ＪＲ東海道本線,マンション,2LDK/3K/3DK,湯河原,7.8万円
kanagawa,ＪＲ東海道本線,マンション,3LDK/4K以上,東京,34.9万円
kanagawa,ＪＲ東海道本線,マンション,3LDK/4K以上,新橋,40.0万円
kanagawa,ＪＲ東海道本線,マンション,3LDK/4K以上,品川,33.8万円
kanagawa,ＪＲ東海道本線,マンション,3LDK/4K以上,川崎,16.4万円
kanagawa,ＪＲ東海道本線,マンション,3LDK/4K以上,横浜,19.8万円
kanagawa,ＪＲ東海道本線,マンション,3LDK/4K以上,戸塚,11.8万円
kanagawa,ＪＲ東海道本線,マンション,3LDK/4K以上,大船,12.6万円
kanagawa,ＪＲ東海道本線,マンション,3LDK/4K以上,藤沢,13.5万円
kanagawa,ＪＲ東海道本線,マンション,3LDK/4K以上,辻堂,13.0万円
kanagawa,ＪＲ東海道本線,マンション,3LDK/4K以上,茅ケ崎,11.9万円
kanagawa,ＪＲ東海道本線,マンション,3LDK/4K以上,平塚,9.0万円
kanagawa,ＪＲ東海道本線,マンション,3LDK/4K以上,大磯,9.2万円
kanagawa,ＪＲ東海道本線,マンション,3LDK/4K以上,二宮,7.9万円
kanagawa,ＪＲ東海道本線,マンション,3LDK/4K以上,国府津,8.1万円
kanagawa,ＪＲ東海道本線,マンション,3LDK/4K以上,鴨宮,7.7万円
kanagawa,ＪＲ東海道本線,マンション,3LDK/4K以上,小田原,8.1万円
kanagawa,ＪＲ東海道本線,マンション,3LDK/4K以上,早川,9.4万円
kanagawa,ＪＲ東海道本線,マンション,3LDK/4K以上,根府川,12.0万円
kanagawa,ＪＲ東海道本線,マンション,3LDK/4K以上,真鶴,9.4万円
kanagawa,ＪＲ東海道本線,マンション,3LDK/4K以上,湯河原,8.0万円
kanagawa,ＪＲ東海道本線,アパート,ワンルーム,東京,6.1万円
kanagawa,ＪＲ東海道本線,アパート,ワンルーム,新橋,7.1万円
kanagawa,ＪＲ東海道本線,アパート,ワンルーム,品川,7.4万円
kanagawa,ＪＲ東海道本線,アパート,ワンルーム,川崎,5.4万円
kanagawa,ＪＲ東海道本線,アパート,ワンルーム,横浜,5.3万円
kanagawa,ＪＲ東海道本線,アパート,ワンルーム,戸塚,5.4万円
kanagawa,ＪＲ東海道本線,アパート,ワンルーム,大船,5.6万円
kanagawa,ＪＲ東海道本線,アパート,ワンルーム,藤沢,5.5万円
kanagawa,ＪＲ東海道本線,アパート,ワンルーム,辻堂,5.4万円
kanagawa,ＪＲ東海道本線,アパート,ワンルーム,茅ケ崎,4.9万円
kanagawa,ＪＲ東海道本線,アパート,ワンルーム,平塚,4.4万円
kanagawa,ＪＲ東海道本線,アパート,ワンルーム,大磯,4.6万円
kanagawa,ＪＲ東海道本線,アパート,ワンルーム,二宮,4.2万円
kanagawa,ＪＲ東海道本線,アパート,ワンルーム,国府津,4.1万円
kanagawa,ＪＲ東海道本線,アパート,ワンルーム,鴨宮,4.4万円
kanagawa,ＪＲ東海道本線,アパート,ワンルーム,小田原,4.8万円
kanagawa,ＪＲ東海道本線,アパート,ワンルーム,早川,4.0万円
kanagawa,ＪＲ東海道本線,アパート,ワンルーム,根府川,3.1万円
kanagawa,ＪＲ東海道本線,アパート,ワンルーム,真鶴,3.9万円
kanagawa,ＪＲ東海道本線,アパート,ワンルーム,湯河原,5.0万円
kanagawa,ＪＲ東海道本線,アパート,1K/1DK,東京,-
kanagawa,ＪＲ東海道本線,アパート,1K/1DK,新橋,11.1万円
kanagawa,ＪＲ東海道本線,アパート,1K/1DK,品川,7.5万円
kanagawa,ＪＲ東海道本線,アパート,1K/1DK,川崎,6.6万円
kanagawa,ＪＲ東海道本線,アパート,1K/1DK,横浜,6.0万円
kanagawa,ＪＲ東海道本線,アパート,1K/1DK,戸塚,5.5万円
kanagawa,ＪＲ東海道本線,アパート,1K/1DK,大船,5.8万円
kanagawa,ＪＲ東海道本線,アパート,1K/1DK,藤沢,5.7万円
kanagawa,ＪＲ東海道本線,アパート,1K/1DK,辻堂,5.5万円
kanagawa,ＪＲ東海道本線,アパート,1K/1DK,茅ケ崎,5.0万円
kanagawa,ＪＲ東海道本線,アパート,1K/1DK,平塚,4.5万円
kanagawa,ＪＲ東海道本線,アパート,1K/1DK,大磯,4.7万円
kanagawa,ＪＲ東海道本線,アパート,1K/1DK,二宮,4.3万円
kanagawa,ＪＲ東海道本線,アパート,1K/1DK,国府津,4.2万円
kanagawa,ＪＲ東海道本線,アパート,1K/1DK,鴨宮,4.5万円
kanagawa,ＪＲ東海道本線,アパート,1K/1DK,小田原,4.9万円
kanagawa,ＪＲ東海道本線,アパート,1K/1DK,早川,5.1万円
kanagawa,ＪＲ東海道本線,アパート,1K/1DK,根府川,3.2万円
kanagawa,ＪＲ東海道本線,アパート,1K/1DK,真鶴,5.6万円
kanagawa,ＪＲ東海道本線,アパート,1K/1DK,湯河原,5.1万円
kanagawa,ＪＲ東海道本線,アパート,1LDK/2K/2DK,東京,-
kanagawa,ＪＲ東海道本線,アパート,1LDK/2K/2DK,新橋,22.9万円
kanagawa,ＪＲ東海道本線,アパート,1LDK/2K/2DK,品川,14.5万円
kanagawa,ＪＲ東海道本線,アパート,1LDK/2K/2DK,川崎,9.1万円
kanagawa,ＪＲ東海道本線,アパート,1LDK/2K/2DK,横浜,7.8万円
kanagawa,ＪＲ東海道本線,アパート,1LDK/2K/2DK,戸塚,7.5万円
kanagawa,ＪＲ東海道本線,アパート,1LDK/2K/2DK,大船,7.7万円
kanagawa,ＪＲ東海道本線,アパート,1LDK/2K/2DK,藤沢,7.6万円
kanagawa,ＪＲ東海道本線,アパート,1LDK/2K/2DK,辻堂,7.4万円
kanagawa,ＪＲ東海道本線,アパート,1LDK/2K/2DK,茅ケ崎,6.9万円
kanagawa,ＪＲ東海道本線,アパート,1LDK/2K/2DK,平塚,6.0万円
kanagawa,ＪＲ東海道本線,アパート,1LDK/2K/2DK,大磯,5.8万円
kanagawa,ＪＲ東海道本線,アパート,1LDK/2K/2DK,二宮,5.6万円
kanagawa,ＪＲ東海道本線,アパート,1LDK/2K/2DK,国府津,5.9万円
kanagawa,ＪＲ東海道本線,アパート,1LDK/2K/2DK,鴨宮,6.3万円
kanagawa,ＪＲ東海道本線,アパート,1LDK/2K/2DK,小田原,6.2万円
kanagawa,ＪＲ東海道本線,アパート,1LDK/2K/2DK,早川,5.5万円
kanagawa,ＪＲ東海道本線,アパート,1LDK/2K/2DK,根府川,6.6万円
kanagawa,ＪＲ東海道本線,アパート,1LDK/2K/2DK,真鶴,6.1万円
kanagawa,ＪＲ東海道本線,アパート,1LDK/2K/2DK,湯河原,6.2万円
kanagawa,ＪＲ東海道本線,アパート,2LDK/3K/3DK,東京,-
kanagawa,ＪＲ東海道本線,アパート,2LDK/3K/3DK,新橋,-
kanagawa,ＪＲ東海道本線,アパート,2LDK/3K/3DK,品川,21.9万円
kanagawa,ＪＲ東海道本線,アパート,2LDK/3K/3DK,川崎,11.5万円
kanagawa,ＪＲ東海道本線,アパート,2LDK/3K/3DK,横浜,10.5万円
kanagawa,ＪＲ東海道本線,アパート,2LDK/3K/3DK,戸塚,8.4万円
kanagawa,ＪＲ東海道本線,アパート,2LDK/3K/3DK,大船,8.9万円
kanagawa,ＪＲ東海道本線,アパート,2LDK/3K/3DK,藤沢,8.8万円
kanagawa,ＪＲ東海道本線,アパート,2LDK/3K/3DK,辻堂,8.7万円
kanagawa,ＪＲ東海道本線,アパート,2LDK/3K/3DK,茅ケ崎,7.9万円
kanagawa,ＪＲ東海道本線,アパート,2LDK/3K/3DK,平塚,6.9万円
kanagawa,ＪＲ東海道本線,アパート,2LDK/3K/3DK,大磯,6.8万円
kanagawa,ＪＲ東海道本線,アパート,2LDK/3K/3DK,二宮,6.5万円
kanagawa,ＪＲ東海道本線,アパート,2LDK/3K/3DK,国府津,6.3万円
kanagawa,ＪＲ東海道本線,アパート,2LDK/3K/3DK,鴨宮,6.5万円
kanagawa,ＪＲ東海道本線,アパート,2LDK/3K/3DK,小田原,7.0万円
kanagawa,ＪＲ東海道本線,アパート,2LDK/3K/3DK,早川,7.3万円
kanagawa,ＪＲ東海道本線,アパート,2LDK/3K/3DK,根府川,6.7万円
kanagawa,ＪＲ東海道本線,アパート,2LDK/3K/3DK,真鶴,6.8万円
kanagawa,ＪＲ東海道本線,アパート,2LDK/3K/3DK,湯河原,7.0万円
kanagawa,ＪＲ東海道本線,アパート,3LDK/4K以上,東京,17.7万円
kanagawa,ＪＲ東海道本線,アパート,3LDK/4K以上,新橋,37.5万円
kanagawa,ＪＲ東海道本線,アパート,3LDK/4K以上,品川,25.2万円
kanagawa,ＪＲ東海道本線,アパート,3LDK/4K以上,川崎,13.7万円
kanagawa,ＪＲ東海道本線,アパート,3LDK/4K以上,横浜,11.6万円
kanagawa,ＪＲ東海道本線,アパート,3LDK/4K以上,戸塚,10.8万円
kanagawa,ＪＲ東海道本線,アパート,3LDK/4K以上,大船,11.9万円
kanagawa,ＪＲ東海道本線,アパート,3LDK/4K以上,藤沢,11.8万円
kanagawa,ＪＲ東海道本線,アパート,3LDK/4K以上,辻堂,10.1万円
kanagawa,ＪＲ東海道本線,アパート,3LDK/4K以上,茅ケ崎,10.5万円
kanagawa,ＪＲ東海道本線,アパート,3LDK/4K以上,平塚,8.7万円
kanagawa,ＪＲ東海道本線,アパート,3LDK/4K以上,大磯,7.7万円
kanagawa,ＪＲ東海道本線,アパート,3LDK/4K以上,二宮,7.6万円
kanagawa,ＪＲ東海道本線,アパート,3LDK/4K以上,国府津,7.5万円
kanagawa,ＪＲ東海道本線,アパート,3LDK/4K以上,鴨宮,7.6万円
kanagawa,ＪＲ東海道本線,アパート,3LDK/4K以上,小田原,7.1万円
kanagawa,ＪＲ東海道本線,アパート,3LDK/4K以上,早川,9.9万円
kanagawa,ＪＲ東海道本線,アパート,3LDK/4K以上,根府川,6.8万円
kanagawa,ＪＲ東海道本線,アパート,3LDK/4K以上,真鶴,6.9万円
kanagawa,ＪＲ東海道本線,アパート,3LDK/4K以上,湯河原,7.1万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,ワンルーム,東京,11.0万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,ワンルーム,新橋,15.1万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,ワンルーム,品川,6.4万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,ワンルーム,川崎,7.0万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,ワンルーム,横浜,5.6万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,ワンルーム,戸塚,8.1万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,ワンルーム,大船,6.1万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,ワンルーム,藤沢,7.4万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,ワンルーム,辻堂,7.2万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,ワンルーム,茅ケ崎,8.2万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,ワンルーム,平塚,5.9万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,ワンルーム,大磯,4.8万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,ワンルーム,二宮,4.7万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,ワンルーム,国府津,4.4万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,ワンルーム,鴨宮,4.4万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,ワンルーム,小田原,4.4万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,ワンルーム,早川,4.0万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,ワンルーム,根府川,4.4万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,ワンルーム,真鶴,5.9万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,ワンルーム,湯河原,6.3万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,1K/1DK,東京,12.6万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,1K/1DK,新橋,16.0万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,1K/1DK,品川,10.0万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,1K/1DK,川崎,8.3万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,1K/1DK,横浜,8.9万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,1K/1DK,戸塚,8.2万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,1K/1DK,大船,6.2万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,1K/1DK,藤沢,7.5万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,1K/1DK,辻堂,7.3万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,1K/1DK,茅ケ崎,8.3万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,1K/1DK,平塚,6.0万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,1K/1DK,大磯,5.4万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,1K/1DK,二宮,5.3万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,1K/1DK,国府津,4.5万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,1K/1DK,鴨宮,4.5万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,1K/1DK,小田原,4.5万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,1K/1DK,早川,4.1万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,1K/1DK,根府川,4.5万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,1K/1DK,真鶴,6.0万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,1K/1DK,湯河原,6.4万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,1LDK/2K/2DK,東京,20.6万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,1LDK/2K/2DK,新橋,19.8万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,1LDK/2K/2DK,品川,18.0万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,1LDK/2K/2DK,川崎,10.0万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,1LDK/2K/2DK,横浜,9.0万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,1LDK/2K/2DK,戸塚,8.3万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,1LDK/2K/2DK,大船,7.9万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,1LDK/2K/2DK,藤沢,9.7万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,1LDK/2K/2DK,辻堂,7.8万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,1LDK/2K/2DK,茅ケ崎,8.6万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,1LDK/2K/2DK,平塚,6.1万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,1LDK/2K/2DK,大磯,5.5万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,1LDK/2K/2DK,二宮,5.4万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,1LDK/2K/2DK,国府津,4.8万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,1LDK/2K/2DK,鴨宮,5.5万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,1LDK/2K/2DK,小田原,5.5万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,1LDK/2K/2DK,早川,6.0万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,1LDK/2K/2DK,根府川,4.8万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,1LDK/2K/2DK,真鶴,6.1万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,1LDK/2K/2DK,湯河原,6.5万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,2LDK/3K/3DK,東京,22.4万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,2LDK/3K/3DK,新橋,-
kanagawa,ＪＲ東海道本線,一戸建て・その他,2LDK/3K/3DK,品川,30.9万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,2LDK/3K/3DK,川崎,13.7万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,2LDK/3K/3DK,横浜,16.3万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,2LDK/3K/3DK,戸塚,9.4万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,2LDK/3K/3DK,大船,11.0万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,2LDK/3K/3DK,藤沢,10.9万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,2LDK/3K/3DK,辻堂,10.0万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,2LDK/3K/3DK,茅ケ崎,9.0万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,2LDK/3K/3DK,平塚,7.0万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,2LDK/3K/3DK,大磯,7.0万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,2LDK/3K/3DK,二宮,6.5万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,2LDK/3K/3DK,国府津,6.5万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,2LDK/3K/3DK,鴨宮,6.5万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,2LDK/3K/3DK,小田原,6.5万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,2LDK/3K/3DK,早川,6.3万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,2LDK/3K/3DK,根府川,4.9万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,2LDK/3K/3DK,真鶴,6.4万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,2LDK/3K/3DK,湯河原,6.6万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,3LDK/4K以上,東京,35.2万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,3LDK/4K以上,新橋,-
kanagawa,ＪＲ東海道本線,一戸建て・その他,3LDK/4K以上,品川,70.0万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,3LDK/4K以上,川崎,17.8万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,3LDK/4K以上,横浜,18.4万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,3LDK/4K以上,戸塚,13.7万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,3LDK/4K以上,大船,14.4万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,3LDK/4K以上,藤沢,16.5万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,3LDK/4K以上,辻堂,16.0万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,3LDK/4K以上,茅ケ崎,15.0万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,3LDK/4K以上,平塚,11.0万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,3LDK/4K以上,大磯,10.1万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,3LDK/4K以上,二宮,9.4万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,3LDK/4K以上,国府津,10.5万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,3LDK/4K以上,鴨宮,10.5万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,3LDK/4K以上,小田原,10.9万円
kanagawa,ＪＲ東海道本線,一戸建て・その他,3LDK/4K以上,早川,11.9万円
